id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
2151259,Superbowl Studio Upper West Side,10263977,A,Manhattan,Upper West Side,Entire home/apt,750,3,0,1,0
2158171,Luxury NYC Studio for Super Bowl 48,11012889,Judy,Manhattan,Financial District,Entire home/apt,575,1,0,1,0
2164631,Exclusive Upper East Side Studio,2090668,Ellen,Manhattan,Upper East Side,Entire home/apt,99,1,0,1,0
2169765,Lower Park Avenue Pre War,8258307,James,Manhattan,Murray Hill,Entire home/apt,2000,1,0,1,0
2171809,Room w/ Private Bathroom,11063639,Weilong,Brooklyn,Williamsburg,Private room,99,1,0,1,0
2185842,1BR Superbowl rental Hells Kitchen,6910298,Anna,Manhattan,Hell's Kitchen,Entire home/apt,850,1,0,1,0
2186138,Superbowl - NYC Apartment,11147328,Ankur,Manhattan,Midtown,Entire home/apt,950,1,0,1,0
2186452,Tribeca Loft for Superbowl Wknd,10636508,Reed,Manhattan,Tribeca,Entire home/apt,1500,1,0,1,0
2187847,Beautiful 1-Bedroom in West Village,11155956,Lauren,Manhattan,West Village,Entire home/apt,300,2,0,1,0
2189129,10-Room Apt w/ 3BR & Park Views,11163727,Marcus,Brooklyn,Park Slope,Entire home/apt,250,1,0,1,0
2189450,East Village 2BR with view!,11165856,Jonathan,Manhattan,East Village,Entire home/apt,100,10,0,1,0
2193027,A charming UES apartment,11183488,Ashley,Manhattan,Upper East Side,Entire home/apt,300,1,0,1,0
2203450,Perfect Location - 2 bdrm/2 bth ,1500487,David,Brooklyn,Williamsburg,Entire home/apt,250,10,0,1,0
2206311,Modern Studio in Midtown East,5149997,Christine,Manhattan,Midtown,Entire home/apt,140,3,0,1,0
2210088,SUPER BOWL 2014 in TRENDY CHELSEA!,11273539,Julia,Manhattan,Chelsea,Entire home/apt,900,1,0,1,0
2211028,Vibrant Brooklyn location!,11279303,Patrick,Brooklyn,Greenpoint,Entire home/apt,225,5,0,1,0
2214710,Beautiful 2BR Flex Factory Loft,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,0,52,349
2216470,Comfortable Room ,11306420,Darius,Brooklyn,Bushwick,Private room,145,1,0,1,0
2217398,"226 E 29th St, NY - Super Bowl",11312158,Andrew,Manhattan,Kips Bay,Entire home/apt,1500,1,0,1,0
2219294,Great Studio!,10485182,Jennifer,Manhattan,Upper West Side,Entire home/apt,60,1,0,1,0
2220959,XTRA LARGE 1 Bedroom Gramercy Apt,11330638,Lindsay,Manhattan,Kips Bay,Entire home/apt,749,1,0,1,0
2222428,Large 1-BR Apt w/Fireplace & Patio,11339193,Rachel,Manhattan,Midtown,Entire home/apt,1000,3,0,1,0
2224896,NYC SuperBowl Wk 5 Bdrs River View ,11353904,Todd,Manhattan,Upper West Side,Entire home/apt,4000,1,0,1,0
2227377,Downtown NY Apt - SuperBowl Weekend,11366961,Gabriel,Manhattan,Gramercy,Entire home/apt,650,1,0,1,0
2228296,Super Bowl 2014,11371978,Joe,Manhattan,Midtown,Entire home/apt,750,4,0,1,0
2230982,An Accomodating Apartment on Wall,11385753,Greg,Manhattan,Financial District,Shared room,1000,1,0,1,0
2231814,Modern Luxury Meets Old Money Charm,112879,Caroline,Brooklyn,Williamsburg,Entire home/apt,1200,1,0,1,0
2237981,Cool UES 1 Bed Sleeps upto 4,2261678,Ayesha,Manhattan,Upper East Side,Entire home/apt,250,1,0,1,0
2238435,Central  Harlem Hideaway,11430909,Tennessee,Manhattan,Harlem,Entire home/apt,100,1,0,1,0
2240196,Chelsea Studio for Super Bowl!,11440643,Ari,Manhattan,Chelsea,Entire home/apt,395,3,0,1,0
2243266,Top floor!,11457662,Indie,Brooklyn,Bensonhurst,Entire home/apt,40,2,0,2,0
2243699,"SuperBowl Penthouse Loft 3,000 sqft",1483320,Omri,Manhattan,Little Italy,Entire home/apt,5250,1,0,1,0
2243769,Super Bowl New York City Apartment,11460768,Brian,Manhattan,Upper West Side,Entire home/apt,1500,1,0,1,0
2243962,Spacious & Convenient UWS Apt,11461795,Helen,Manhattan,Upper West Side,Private room,125,2,0,1,0
2243984,Superbowl in the West Village,11461854,Lauren,Manhattan,West Village,Entire home/apt,1500,1,0,1,0
2248580,Luxury 1 Bedroom Condo,11483903,Avril,Manhattan,Greenwich Village,Entire home/apt,1000,1,0,1,0
2249878,Great UWS Apt./Central Park ,470870,Ruben,Manhattan,Upper West Side,Entire home/apt,375,1,0,1,0
2249928,Super Bowl Wknd! 3-Bedroom Apt UWS,2675913,Sam,Manhattan,Upper West Side,Entire home/apt,1000,1,0,1,0
2250170,Spacious/New 3 Bedroom East Village,11492501,Victoria,Manhattan,Stuyvesant Town,Entire home/apt,1500,1,0,1,0
2250372,"Huge 3BR Penthouse, Private Roof!",11490872,Nick,Manhattan,Kips Bay,Entire home/apt,1550,2,0,1,0
2252844,Great place to crash for Super Bowl,11505536,Alex,Manhattan,East Village,Private room,500,1,0,1,0
2253397,For Super Bowl- cool 1BDRM on UES!,11508018,Gretchen,Manhattan,Upper East Side,Entire home/apt,500,3,0,1,0
2254469,"Private Studio Apt, Luxury Building",11512908,Augustus,Manhattan,Upper East Side,Entire home/apt,400,2,0,1,0
2256519,Spacious 1BR Chelsea Apt. for SB 48,11523254,Nicholas,Manhattan,Chelsea,Entire home/apt,750,2,0,1,0
2257080,SUPERBOWLSUNDAY! 3BLOCK FROM TIMESQ,3312524,Athena,Manhattan,Hell's Kitchen,Entire home/apt,350,1,0,1,0
2259331,Luxury Building Huge Studio,11538076,Alex,Manhattan,Battery Park City,Entire home/apt,425,2,0,1,0
2259719,Apartment in Soho,11539672,Thomas,Manhattan,SoHo,Entire home/apt,200,1,0,1,0
2259813,Spacious 2 BR in North Chelsea,11540028,Nick,Manhattan,Chelsea,Entire home/apt,1000,3,0,1,0
2260029,Williamsburg Loft,10683147,Keefe,Brooklyn,Williamsburg,Private room,100,7,0,1,0
2260042,Clean and pleasant Room in NYC,11503864,Omar,Queens,Astoria,Shared room,65,1,0,1,0
2260274,SUPER LOCATION 4 SUPER BOWL WKEND!!,11542120,Brett,Manhattan,Greenwich Village,Private room,1250,1,0,1,0
2267006,Stunning 1BR Brooklyn Loft,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,149,30,0,52,330
2268632,Big Queens NY Apt. Clean & safe.,3619427,Ian,Queens,Sunnyside,Entire home/apt,600,4,0,1,0
2268845,Super Apt for Superbowl,1531465,Jim,Manhattan,Kips Bay,Entire home/apt,400,1,0,1,0
2271504,SUPER BOWL Brooklyn Duplex Apt!!,11598359,Jonathan,Brooklyn,Clinton Hill,Entire home/apt,6500,1,0,1,0
2272080,equipped and modern 2-bd apt,11600691,Evonne,Brooklyn,Gowanus,Entire home/apt,265,3,0,1,0
2273019,Super Bowl Weekend,8105524,Rhett,Manhattan,Upper West Side,Entire home/apt,150,1,0,1,0
2274084,3 Bedroom Apartment,11610321,Patrick,Manhattan,Kips Bay,Entire home/apt,2750,1,0,1,0
2276065,PERFECT SUPERBOWL STAY,9451697,Shaunna,Manhattan,Midtown,Entire home/apt,1500,1,0,1,0
2276383,Penthouse with Private Rooftop for Events/Shoots,11623750,Mike,Manhattan,Greenwich Village,Entire home/apt,2500,1,0,1,0
2281142,Prime NYC Location for Super Bowl ,1427243,Jordana,Manhattan,East Village,Entire home/apt,3750,1,0,1,0
2282085,Duplex PH 2 bedLoft Williamsburg,2044302,Christopher,Brooklyn,Williamsburg,Entire home/apt,500,1,0,1,0
2283143,The Best of Both Worlds-Manhattan Country Living!,11661229,Michele,Manhattan,Upper West Side,Entire home/apt,800,7,0,1,0
2284454,MANHATTAN SUPERBOWL ACCOMODATION,11668649,Andrew,Manhattan,Upper East Side,Entire home/apt,1600,1,0,1,0
2284484,Sunny & Spacious Upper West Side One Bedroom Apt,11669123,Kaley,Manhattan,Upper West Side,Entire home/apt,85,5,0,1,0
2285355,SUPER BOWL RENTAL NYC LOW PRICE,11674823,Bruce,Manhattan,Upper West Side,Entire home/apt,750,1,0,1,0
2289119,2 bdrm in center of Williamsburg,9968385,William,Brooklyn,Williamsburg,Entire home/apt,250,1,0,1,0
2291507,"Large, Sunny Room—in Fun, Trendy Area",11057719,Chloe,Brooklyn,Williamsburg,Private room,73,14,0,1,0
2291575,Super Bowl Space Available! ,11706506,Andrea,Queens,Astoria,Shared room,300,1,0,1,0
2291943,SuperBowl Weekend Rental! 3 BR/1ba,11708656,Justin,Manhattan,Upper East Side,Entire home/apt,1000,1,0,1,0
2294594,Hilton timeshare west 57st  ,11721588,Richard,Manhattan,Midtown,Private room,600,1,0,1,0
2294663,Mid Town East Side Apartment ,6509406,Judy,Manhattan,Hell's Kitchen,Entire home/apt,800,1,0,1,0
2297192,2BD/2BA Manhattan Apt,11732741,Bryce,Manhattan,Financial District,Entire home/apt,1000,1,0,1,0
2297259,SUPER SUPER BOWL PAD,11733037,Clayton,Brooklyn,Boerum Hill,Entire home/apt,900,1,0,1,365
2297951,Working Fireplace in TriBeCa loft,7636125,Kristen,Manhattan,Tribeca,Private room,70,14,0,1,0
2298759,Luxury Studio -Midtown/Times Square,11741773,Samson,Manhattan,Hell's Kitchen,Entire home/apt,425,1,0,1,0
2305170,Eclectic Studio in Cozy Bay Ridge,11774081,Diana,Brooklyn,Bay Ridge,Entire home/apt,86,2,0,1,0
2309559,Luxury New York,11254580,Bryan,Manhattan,East Village,Entire home/apt,350,1,0,1,0
2319588,Luxury Apartment in Manhattan's Financial District,11845040,Alison,Manhattan,Financial District,Private room,130,7,0,1,157
2322189,1 room available,11861244,Ishaan,Manhattan,Upper East Side,Private room,300,1,0,1,0
2329047,Large 2 Bedroom available,9754117,David,Manhattan,Upper West Side,Entire home/apt,400,1,0,1,0
2346089,"Stylish, Affordable & Private Room",11981562,Maureen,Brooklyn,Bedford-Stuyvesant,Private room,60,2,0,1,0
2346335,Spacious and bright 2 or 3 bedroom,10672341,Emily,Brooklyn,Crown Heights,Entire home/apt,145,2,0,2,0
2350883,Large 1BR - PRIME Williamsburg,1334808,Kristina,Brooklyn,Williamsburg,Private room,56,12,0,2,0
2376206,Hell's Kitchen- Times Square,12140561,Danielle,Manhattan,Hell's Kitchen,Entire home/apt,100,1,0,1,4
2379865,Cozy private room available in a great location,12157737,Dushyant,Brooklyn,Crown Heights,Private room,38,3,0,1,0
2380403,"Artsy and Comfy Bedroom, Living Room, Terrace",1226950,Marysia,Brooklyn,Crown Heights,Private room,75,2,0,1,0
2383233,Entire 1400 sq ft Artist Loft - FOUR Private Rooms,10674441,Annie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,27,0,2,148
2392051,Spacious apt in the Lower East Side,132244,Tal,Manhattan,Lower East Side,Entire home/apt,400,7,0,1,365
2392814,Room in Huge 3 Bedroom  L.E.S,12223914,Lakis,Manhattan,Lower East Side,Private room,75,1,0,1,0
2416191,Cute Apartment in Williamsburg,1473507,Moema,Brooklyn,Williamsburg,Private room,70,1,0,1,0
2425871,Newly Built Full Bedroom In TriBeCa,12399023,Ankush,Manhattan,Tribeca,Private room,500,1,0,1,0
2431784,Newly renovated 1BD on UWS,2335233,Amber,Manhattan,Upper West Side,Entire home/apt,220,5,0,1,0
2447298,Soho loft with everything,5165749,Ben,Manhattan,SoHo,Entire home/apt,650,5,0,2,83
2458811,Gorgeous Private 1BR. 10m to MHTN.,4549281,Ido,Queens,Astoria,Entire home/apt,83,14,0,1,0
2459587,Upper East Side Large 2 Bedroom,12575621,Daniel,Manhattan,Upper East Side,Entire home/apt,180,1,0,1,0
2459916,"$455 Cozy 1bd, BKLYN Sublet March",12577771,Victor,Brooklyn,Bedford-Stuyvesant,Private room,18,1,0,1,0
2467680,Upper West Side Lux Apt. Available 8/5-8/14/2017,12620213,Lara,Manhattan,Upper West Side,Entire home/apt,200,4,0,1,0
2477138,Private Room: The cheapest deal!!,9089934,Siddharth,Queens,Ozone Park,Private room,30,7,0,1,0
2485482,Boutique Apt. NYC  by  24 HR Metro,12718658,Ray,Queens,Jackson Heights,Shared room,75,2,0,1,0
2507612,Mamas red rm#2- profs-interns-students bklyn train,12834599,Ms. Edith,Brooklyn,Borough Park,Private room,49,3,0,4,180
2509617,Georgous 3BD in 24-hr doorman bldg,12622830,Ana,Manhattan,Upper East Side,Entire home/apt,600,1,0,1,0
2519879,Cozy private room in L.E.S -,10149453,Girish,Manhattan,Lower East Side,Private room,110,3,0,1,0
2524058,Huge 1 bedroom in the East Village,918543,Simona,Manhattan,East Village,Entire home/apt,160,5,0,1,0
2530057,1BD in a Quiet Brownstone in Harlem,3237558,Andre,Manhattan,Harlem,Private room,99,1,0,1,0
2539759,/,4358702,Bram,Manhattan,Harlem,Private room,200,1,0,1,0
2576750,Better than hotel,7451917,Fe,Brooklyn,Bay Ridge,Entire home/apt,125,5,0,2,213
2581456,Charming Modern Studio w/Large Garden,413336,Christian,Manhattan,East Harlem,Entire home/apt,120,7,0,1,6
2607741,Stylish Comfort 1-BR Upper East,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,117,30,0,29,331
2611869,LRG 1 Bdrm w/office and backyard,2681844,Hedia,Brooklyn,Bushwick,Entire home/apt,115,14,0,1,0
2612035,UPPER WEST SIDE 2BR APT  ,10894722,Naftali,Manhattan,Upper West Side,Entire home/apt,90,5,0,1,0
2635913,beautiful 2br 2bath 2 balconies. ,13497325,Octavio,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,1,0,1,0
2650690,Carroll Gardens entire apartment,7706697,Barbara,Brooklyn,Carroll Gardens,Private room,150,4,0,2,257
2657689,Your Amazing Vacation Apartment!,9051298,Lydiah,Manhattan,Harlem,Shared room,100,1,0,2,0
2660538,A Photographer's Bohemian Artist Dream 1BD,13617251,Michael,Brooklyn,Williamsburg,Entire home/apt,94,2,0,1,0
2671402,"1BR - gym, laundry in apt, roof ",706191,Rachel,Brooklyn,Williamsburg,Entire home/apt,150,4,0,1,0
2685844,YUGE Sunlit Furnished Room!,10621468,Mikaela,Brooklyn,Crown Heights,Private room,50,30,0,1,281
2694916,BREATHTAKING VIEWS!  POOL/GYM ** Central Park,13773574,Cecile,Manhattan,Hell's Kitchen,Entire home/apt,225,30,0,12,343
2695372,Charming Studio in Gramercy ,13795760,Eliza Love,Manhattan,Kips Bay,Entire home/apt,125,2,0,2,0
2722391,Beautiful Room In Williamsburg ,13931194,Daniel,Brooklyn,Williamsburg,Private room,70,7,0,1,0
2723554,Studio apartment Chelsea NYC,13937830,Jenniffer,Manhattan,Chelsea,Entire home/apt,110,25,0,1,0
2771877,Central Park Treasure,14174901,Anasha,Manhattan,Upper West Side,Entire home/apt,150,20,0,1,0
2782449,1BD on Smith St. in Carroll Gardens,621971,Ethan,Brooklyn,Carroll Gardens,Entire home/apt,150,4,0,1,0
2789713,New- Downtown Brooklyn Apt- 10 min Manhattan,14269155,Stephen,Brooklyn,Boerum Hill,Entire home/apt,160,5,0,1,24
2793740,East Village loft; authentic NY.,9509125,Leo,Manhattan,East Village,Private room,250,3,0,1,365
2807939,Ditmas Park 1BR,14362628,Michael,Brooklyn,Flatbush,Entire home/apt,100,8,0,1,0
2833998,Clean apartment at Harlem 125/lenox.,3289988,Emilie,Manhattan,Harlem,Private room,55,5,0,1,90
2838061,Charming Bedroom in renovated Apart,14518375,Chriis,Manhattan,East Harlem,Private room,299,1,0,1,365
2838354,"Large 1-bedroom, 2 blocks from park",8867917,Steven,Brooklyn,Prospect Heights,Entire home/apt,99,17,0,1,0
2851945,Stylish Spacious w Lrge Deck 11231,14582705,S,Brooklyn,Carroll Gardens,Entire home/apt,150,2,0,1,0
2854050,Cozy bedroom in the heart of Bushwick,6194657,Sylvia,Brooklyn,Bushwick,Private room,100,20,0,1,0
2856478,Charming Fort Greene 2 BR,6064963,Sarah,Brooklyn,Fort Greene,Entire home/apt,150,3,0,1,0
2863696,Live in a doll factory!,5229579,Ryan,Brooklyn,Williamsburg,Private room,95,3,0,3,0
2887581,June sublet in Prospect Heights,4119786,Shimrit,Brooklyn,Prospect Heights,Private room,45,20,0,2,0
2899082,"Large, Bright Williamsburg Loft",7321253,Kathryn,Brooklyn,Williamsburg,Entire home/apt,150,3,0,1,0
2904330,Spectacular Prospect Heights Loft,4123046,Julie,Brooklyn,Prospect Heights,Entire home/apt,450,30,0,1,0
2909006,Loft Like Studio in Luxury Building,14861483,Brian,Manhattan,Battery Park City,Entire home/apt,325,1,0,1,0
2925138,Steps from Central Park,14935685,Uday,Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,1,0
2954785,Trendy studio NYC centrally located,15081041,Jaclyn,Manhattan,Murray Hill,Entire home/apt,169,5,0,1,0
2958912,STUNNING! 1BD Jr in Midtown East NY,15100977,Nataliya,Manhattan,Midtown,Entire home/apt,140,300,0,1,365
2975715,August sublet in Greenwich Village,15178288,Michael,Manhattan,Greenwich Village,Entire home/apt,161,21,0,1,0
3013383,Unique Brooklyn Brownstone,15356877,Rachel,Brooklyn,Cobble Hill,Entire home/apt,795,6,0,1,14
3021617,1BR Doorman Bldg Boerum Hill BK,10842335,Brian,Brooklyn,Downtown Brooklyn,Entire home/apt,135,2,0,1,0
3032355,Cozy bedroom - Upper East Side,15445130,Sarah,Manhattan,Upper East Side,Private room,70,2,0,1,0
3040585,Awesome Studio East 58&3rd avenue! ,1475015,Mike,Manhattan,Midtown,Entire home/apt,115,30,0,52,342
3043029,2 bedroom in the East Village,1451702,Paco,Manhattan,East Village,Entire home/apt,225,8,0,1,0
3061106,Private Room in Cozy Downtown Apt!,15581137,Maya,Manhattan,West Village,Private room,130,2,0,1,0
3105531,Bright & lovely Upper East Side apt,9306192,Su-En,Manhattan,Upper East Side,Entire home/apt,750,6,0,1,0
3116519,Large 900 sqft Artist's Apartment,3008690,Alex,Queens,Ridgewood,Entire home/apt,70,10,0,1,0
3122230,Cozy Harlem Home,15859636,Kyle,Manhattan,Harlem,Private room,125,1,0,1,0
3128865,"charming, sunny and quiet studio",15890334,Joscelyn,Brooklyn,Prospect Heights,Entire home/apt,67,1,0,1,0
3137426,Gramercy Luxurious 2 BD condominium,15667008,Manhattan,Manhattan,Gramercy,Private room,199,1,0,1,365
3143649,"Lovely Apt/Room in Ditmas Park, BK",15960720,Taylor,Brooklyn,Flatbush,Private room,40,10,0,1,0
3171234,~ PRIME location Williamsburg sunny 3BR loft ~,2416036,Hadas,Brooklyn,Williamsburg,Entire home/apt,425,5,0,1,0
3176553,Studio Plus at Hilton West 57th ,16107699,Mary,Manhattan,Midtown,Entire home/apt,429,2,0,1,0
3208609,"W'burg Brooklyn, Sunny, Spacious, Private",1465030,Gautam,Brooklyn,Williamsburg,Private room,70,5,0,1,0
3213813,Beautiful Room+Shared Living Room,16279457,Michael,Brooklyn,Crown Heights,Private room,100,7,0,1,0
3215722,Airy Duplex Room with Private Bath,496465,Daniel,Brooklyn,Williamsburg,Private room,150,21,0,1,0
3219835,Beautiful Row House Steps From Park,16305093,Betsy,Brooklyn,Windsor Terrace,Entire home/apt,250,1,0,2,0
3220725,Orchard St,15646137,Joe,Manhattan,Lower East Side,Entire home/apt,200,30,0,1,365
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,SoHo,Entire home/apt,149,1,0,1,0
3237602,STUNNING WILLIAMSBURG HOME W/GARDEN,16379550,Elizabeth,Brooklyn,Williamsburg,Entire home/apt,270,14,0,1,0
3238109,Cozy 1 BR in a 4br/2ba apartment!!!,16383743,Yuma,Brooklyn,Flatbush,Private room,180,1,0,1,0
3238355,Amazing & Bright Loft-style Room,2656209,Aurelie,Brooklyn,Williamsburg,Private room,55,13,0,1,0
3249078,Brooklyn Heights 1.5BR and Cat Sit,1705205,Ebonie,Brooklyn,Brooklyn Heights,Entire home/apt,115,5,0,1,0
3251638,"Subletting in CrownHeights,Brooklyn",8243983,Sara,Brooklyn,Crown Heights,Private room,50,1,0,1,0
3265275,"2BR, UWS, Doorman, Balcony, CntrlPK",16512899,Jeremy,Manhattan,Upper West Side,Entire home/apt,200,1,0,1,0
3288625,Sunny and Spacious 1BR Loft in Williamsburg,4042938,Alexandra,Brooklyn,Williamsburg,Entire home/apt,175,10,0,1,0
3289009,Quiet Brooklyn Apartment ,5231131,Danielle,Brooklyn,Greenpoint,Entire home/apt,150,7,0,1,0
3291286,Private Room in great neighborhood,16628226,Rachel,Queens,Long Island City,Private room,100,1,0,1,0
3301484,"Great Apt,  Great Area",56920,Linda,Manhattan,Upper West Side,Private room,135,2,0,2,352
3302932,Whole beautiful house with Backyard,2082345,Rabah,Queens,Woodhaven,Entire home/apt,250,5,0,1,32
3316877,Giant Private Townhouse w/ Garden,175694,Mia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,0,1,0
3319483,Room w/ Private Bathroom,1498951,Yolanda,Brooklyn,Bushwick,Private room,65,1,0,1,5
3337808,Clean & Comfy Modern Townhouse,3655542,Alexis,Brooklyn,Boerum Hill,Entire home/apt,1000,4,0,1,0
3363364,Cozy 1 bedroom in charming home.,16968100,Sandra,Brooklyn,East Flatbush,Private room,150,1,0,1,299
3368427,Happy big family,4044499,Alexander,Brooklyn,Flatbush,Private room,30,1,0,1,0
3369929,Couch in E. Williamsburg Luxury Apt,1910452,Thuy,Brooklyn,Williamsburg,Shared room,60,1,0,2,0
3372642,"Upper West Side Apt, One Block to Central Park",1283991,Loubna,Manhattan,Upper West Side,Entire home/apt,225,3,0,1,0
3378404,WHOLE LARGE 1-BEDROOM APARTMENT,3463555,David,Manhattan,Washington Heights,Entire home/apt,88,2,0,1,0
3378576,Private room in Williamsburg Apt,6273146,Jon,Brooklyn,Williamsburg,Private room,250,1,0,1,0
3378585,Beautiful Studio Near Times Square ,13535952,Nastassia,Manhattan,Hell's Kitchen,Entire home/apt,300,1,0,1,0
3383662,Affordable Room in Beautiful Apt !,6146050,Victoria,Manhattan,Financial District,Private room,84,15,0,2,0
3391220,"City retrieve -confort,quite,light",3542562,Jana,Manhattan,Harlem,Entire home/apt,149,31,0,4,77
3393999,Spacious 1 bd in Crown Heights,2443535,Avraham,Brooklyn,Crown Heights,Entire home/apt,90,7,0,1,0
3399909,Super cute and sunny 2 bedroom,39304,Andrea,Brooklyn,Williamsburg,Entire home/apt,240,365,0,1,363
3401911,Battery Park City Sunny Bedroom ,17156530,Lily,Manhattan,Battery Park City,Private room,110,1,0,1,0
3423516,Independence in NYC,17256091,Timothy,Manhattan,Upper East Side,Entire home/apt,150,2,0,1,0
